,Gaimersheim,Ingolstadt,Munich
15394,13.6,4.4,12.8
15395,13.6,4.4,12.8
15396,13.6,4.4,12.8
15397,13.6,4.4,12.8
15398,13.6,4.4,12.8
15399,13.6,4.4,12.8
15400,13.6,4.4,12.8
15401,13.6,4.4,12.8
15402,13.6,4.4,12.8
15403,13.6,4.4,12.8
15404,13.6,4.4,12.8
15405,13.6,4.4,12.8
15406,13.6,4.4,12.8
15407,14.0,4.4,12.8
15408,14.0,4.8,12.8
15409,14.8,4.8,12.8
15410,14.8,4.8,12.8
15411,15.6,4.8,12.8
15412,16.0,4.8,12.8
15413,16.0,4.8,12.8
15414,16.0,4.8,12.8
15415,16.4,4.8,12.8
15416,16.4,4.8,12.8
15417,16.4,4.8,12.8
15418,16.4,4.8,12.8
15419,16.4,4.8,12.8
15420,16.8,4.8,12.8
15421,16.8,4.8,12.8
15422,16.8,4.8,12.8
15423,16.8,4.8,12.8
15424,16.8,4.8,13.2
15425,16.8,4.8,13.2
15426,16.8,4.8,13.2
15427,16.8,4.8,13.2
15428,16.8,4.8,13.2
15429,16.8,4.8,13.2
15430,16.8,5.2,13.6
15431,16.8,5.2,13.6
15432,16.8,5.2,13.6
15433,16.8,5.2,13.6
15434,16.8,5.2,13.6
15435,16.8,5.2,13.6
15436,16.8,5.2,13.6
15437,16.8,5.2,14.0
15438,16.8,5.2,14.0
15439,16.8,5.2,14.4
15440,16.8,5.2,14.4
15441,16.8,5.2,14.8
15442,16.8,5.2,14.8
15443,16.8,5.2,15.2
15444,16.8,5.2,15.2
15445,16.8,5.2,15.6
15446,16.8,5.2,15.6
15447,16.8,5.2,16.0
15448,16.8,5.6,16.4
15449,16.8,5.6,16.4
15450,16.8,5.6,16.8
15451,16.8,6.0,17.2
15452,16.8,6.8,17.6
15453,16.8,8.4,17.6
15454,16.8,9.2,17.6
15455,17.2,10.0,17.6
15456,17.2,10.4,18.0
15457,17.6,10.4,18.0
15458,17.6,10.4,18.0
15459,18.4,10.4,18.0
15460,18.4,10.4,18.0
15461,18.8,10.4,18.0
15462,19.2,10.4,18.0
15463,19.2,10.4,18.0
15464,19.2,10.4,18.0
15465,19.6,10.4,18.4
15466,19.6,10.4,18.4
15467,20.0,10.4,18.4
15468,20.4,10.4,18.4
15469,20.4,10.8,18.4
15470,20.8,10.8,18.4
15471,20.8,10.8,18.4
15472,20.8,10.8,18.4
15473,20.8,10.8,18.4
15474,20.8,10.8,18.4
15475,20.8,10.8,18.4
15476,20.8,10.8,18.4
15477,20.8,10.8,18.4
15478,20.8,10.8,18.4
15479,20.8,10.8,18.4
15480,21.2,10.8,18.4
15481,21.2,10.8,18.4
15482,21.2,10.8,18.4
15483,21.2,10.8,18.4
15484,21.2,10.8,18.4
15485,21.2,10.8,18.4
15486,21.2,10.8,18.4
15487,21.2,10.8,18.4
15488,21.2,10.8,18.4
15489,21.2,10.8,18.4
15490,21.2,10.8,18.4
15491,21.2,10.8,18.4
15492,21.2,10.8,18.4
15493,21.2,10.8,18.4
15494,21.2,10.8,18.4
15495,21.2,10.8,18.4
15496,21.2,10.8,18.4
15497,21.2,10.8,18.4
15498,21.2,10.8,18.4
15499,21.2,10.8,18.4
15500,21.2,10.8,18.4
15501,21.2,10.8,18.4
15502,21.2,10.8,18.4
15503,21.2,10.8,18.4
15504,21.2,10.8,18.4
15505,21.2,10.8,18.4
15506,21.2,10.8,18.4
15507,21.2,10.8,18.4
15508,21.2,10.8,18.4
15509,21.2,10.8,18.4
15510,21.2,10.8,18.4
15511,21.6,10.8,18.4
15512,21.6,10.8,18.4
15513,22.0,10.8,18.4
15514,22.0,10.8,18.4
15515,22.4,10.8,18.4
15516,22.8,10.8,18.4
15517,22.8,10.8,18.4
15518,23.2,10.8,18.4
15519,23.2,10.8,18.4
15520,23.2,10.8,18.4
15521,23.6,10.8,18.4
15522,23.6,10.8,18.4
15523,23.6,10.8,18.4
15524,23.6,10.8,18.4
15525,23.6,10.8,18.4
15526,23.6,10.8,18.4
15527,24.0,10.8,18.4
15528,24.0,10.8,18.4
15529,24.0,10.8,18.4
15530,24.0,10.8,18.4
15531,24.0,10.8,18.4
15532,24.0,10.8,18.4
15533,24.0,10.8,18.4
15534,24.0,10.8,18.4
15535,24.0,10.8,18.4
15536,24.0,10.8,18.4
15537,24.0,10.8,18.4
15538,24.0,10.8,18.4
15539,24.0,10.8,18.4
15540,24.0,10.8,18.4
15541,24.0,10.8,18.4
15542,24.0,10.8,18.4
15543,24.0,10.8,18.4
15544,24.0,10.8,18.4
15545,24.0,10.8,18.4
15546,24.0,10.8,18.4
15547,24.0,10.8,18.4
15548,24.0,10.8,18.4
15549,24.0,10.8,18.4
15550,24.0,10.8,18.4
15551,24.0,10.8,18.4
15552,24.0,10.8,18.4
15553,24.0,10.8,18.4
15554,24.0,10.8,18.4
15555,24.0,10.8,18.4
15556,24.0,10.8,18.4
15557,24.0,10.8,18.4
15558,24.0,10.8,18.4
15559,24.0,10.8,18.4
15560,24.0,10.8,18.4
15561,24.0,10.4,18.4
15562,24.0,10.4,18.4
15563,24.0,10.4,18.4
15564,24.0,10.4,18.4
15565,24.0,10.4,18.4
15566,24.0,10.4,18.4
15567,24.0,10.4,18.4
15568,24.0,10.0,18.4
15569,24.0,9.6,18.4
15570,24.0,9.6,18.4
15571,24.0,9.6,18.4
15572,24.0,9.2,18.4
15573,24.0,9.2,18.4
15574,24.0,8.8,18.4
15575,24.0,8.8,18.4
15576,24.0,8.8,18.4
15577,24.0,8.8,18.4
15578,24.0,8.8,18.4
15579,24.0,8.8,18.4
15580,24.0,8.8,18.4
15581,24.0,8.8,18.4
15582,24.0,8.8,18.4
15583,24.0,8.8,18.4
15584,24.0,8.8,18.4
15585,24.0,8.8,18.4
15586,24.0,8.8,18.4
15587,24.0,8.8,18.4
15588,23.6,8.8,18.4
15589,23.6,9.2,18.4
15590,23.6,9.2,18.4
15591,23.6,9.2,18.4
15592,23.6,9.2,18.4
15593,23.6,9.2,18.4
15594,23.6,9.2,18.4
15595,23.6,9.2,18.4
15596,23.6,9.2,18.4
15597,23.6,9.6,18.4
15598,23.6,9.6,18.4
15599,23.6,9.6,18.4
15600,23.6,9.6,18.4
15601,23.6,9.6,18.4
15602,23.6,9.6,18.4
15603,23.6,9.6,18.4
15604,23.6,9.6,18.4
15605,23.6,9.6,18.4
15606,23.6,9.6,18.0
15607,23.6,9.6,18.0
15608,23.6,9.6,18.0
15609,23.6,9.6,18.0
15610,23.6,9.6,18.0
15611,23.6,9.6,18.0
15612,23.6,9.6,18.0
15613,23.6,9.6,18.0
15614,23.2,9.6,18.0
15615,23.2,9.6,18.0
15616,23.2,9.6,18.0
15617,22.4,9.6,18.0
15618,22.4,9.6,18.0
15619,22.4,9.6,18.0
15620,22.0,9.6,18.0
15621,22.0,9.6,18.0
15622,21.6,9.6,18.0
15623,21.6,10.0,18.0
15624,21.6,10.0,18.0
15625,21.6,10.0,18.0
15626,21.6,10.4,17.6
15627,21.2,10.4,17.6
15628,21.2,10.4,17.6
15629,21.2,10.4,17.6
15630,21.2,10.4,17.6
15631,20.8,10.4,17.6
15632,20.8,10.4,17.6
15633,20.8,10.4,17.6
15634,20.8,10.4,17.6
15635,20.8,10.4,17.6
15636,20.8,10.4,17.6
15637,20.8,10.4,17.6
15638,20.8,10.8,17.2
15639,20.8,10.8,17.2
15640,20.8,10.8,16.8
15641,20.8,10.8,16.8
15642,20.8,10.8,16.8
15643,20.8,10.8,16.8
15644,20.8,10.8,16.8
15645,20.8,10.8,16.4
15646,20.8,10.8,16.4
15647,20.4,10.8,16.0
15648,20.4,10.8,16.0
15649,20.4,10.8,16.0
15650,20.4,10.8,16.0
15651,20.4,10.8,16.0
15652,20.4,10.8,16.0
15653,20.4,10.8,16.0
15654,20.4,10.8,16.0
15655,20.4,10.8,16.0
15656,20.4,10.8,16.0
15657,20.4,10.8,16.0
15658,20.4,10.8,16.0
15659,20.0,10.8,16.0
15660,20.0,10.8,16.0
15661,19.6,10.8,16.0
15662,19.2,10.8,16.0
15663,18.8,10.8,16.0
15664,18.0,10.8,16.0
15665,17.6,10.8,16.0
15666,16.8,10.8,16.0
15667,16.4,10.8,16.0
15668,15.6,10.8,16.0
15669,15.2,10.8,16.0
15670,14.4,10.8,16.0
15671,14.0,10.8,16.0
15672,13.2,10.8,16.0
15673,13.2,10.8,16.0
15674,12.8,10.8,16.0
15675,12.8,10.8,16.0
15676,12.4,10.8,16.0
15677,12.4,10.8,16.0
15678,12.4,10.8,16.0
15679,12.4,10.8,16.0
15680,12.4,10.8,16.0
15681,12.0,10.8,16.0
15682,12.0,10.8,16.0
15683,12.0,10.8,16.0
15684,11.6,10.8,16.0
15685,11.2,10.8,16.0
15686,11.2,10.8,16.0
15687,10.4,10.8,16.0
15688,10.4,10.8,16.0
15689,9.6,10.8,16.0
15690,9.6,10.8,16.0
15691,9.2,10.8,16.0
15692,8.4,10.8,16.0
15693,8.4,10.8,16.0
15694,8.0,10.8,16.0
15695,7.6,10.8,16.0
15696,7.6,10.8,16.0
15697,7.6,10.8,16.0
15698,7.2,10.8,16.0
15699,7.2,10.8,16.0
15700,7.2,10.8,16.0
15701,7.2,10.8,16.0
15702,7.2,10.8,16.0
15703,7.2,10.8,16.0
15704,7.2,10.8,16.0
15705,7.2,10.4,16.0
15706,7.2,10.4,16.0
15707,7.2,10.4,16.0
15708,7.2,10.4,16.0
15709,7.2,10.4,16.0
15710,7.2,10.4,16.0
15711,7.2,10.4,16.0
15712,7.2,10.4,16.0
15713,7.2,10.4,16.0
15714,7.2,10.4,16.0
15715,7.2,10.4,16.0
15716,7.2,10.4,16.0
15717,7.2,10.4,16.0
15718,7.2,10.4,16.0
15719,7.2,10.4,16.0
15720,7.2,10.4,16.0
15721,7.2,10.4,16.0
15722,7.2,10.4,16.0
15723,7.6,10.4,16.0
15724,7.6,10.4,16.0
15725,8.0,10.4,16.0
15726,8.0,10.4,16.0
15727,8.4,10.4,16.0
15728,8.4,10.4,16.0
15729,8.4,10.4,16.0
15730,8.8,10.4,16.0
15731,8.8,10.4,16.0
15732,8.8,10.4,16.0
15733,8.8,10.4,16.0
15734,8.8,10.4,16.0
15735,8.8,10.4,16.0
15736,8.8,10.4,16.0
15737,8.8,10.4,16.0
15738,9.2,10.4,16.0
15739,9.2,10.4,16.0
15740,9.2,10.4,16.0
15741,9.2,10.4,16.0
15742,9.2,10.4,16.0
15743,9.2,10.4,16.0
15744,9.2,10.4,16.0
15745,9.2,10.4,16.0
15746,9.2,10.4,16.0
15747,9.2,10.4,16.0
15748,9.2,10.4,16.0
15749,9.2,10.4,16.0
15750,9.2,10.4,16.0
15751,9.2,10.4,16.0
15752,9.2,10.4,16.0
15753,9.2,10.4,16.0
15754,9.2,10.4,16.0
15755,9.2,10.4,16.0
15756,9.2,10.4,16.0
15757,9.2,10.4,16.0
15758,9.2,10.4,16.0
15759,9.6,10.4,16.0
15760,9.6,10.4,16.0
15761,9.6,10.4,16.0
15762,9.6,10.4,16.0
15763,9.6,10.4,16.0
15764,9.6,10.4,16.0
15765,9.6,10.4,16.0
15766,9.6,10.4,16.0
15767,9.6,10.4,16.0
15768,9.6,10.4,16.0
15769,9.6,10.4,16.0
15770,9.6,10.4,16.0
15771,9.6,10.4,16.0
15772,9.6,10.4,16.0
15773,9.6,10.4,16.0
15774,9.6,10.4,16.0
15775,9.6,10.4,16.0
15776,9.6,10.4,16.0
15777,9.6,10.4,15.6
15778,9.6,10.4,15.6
15779,9.6,10.4,15.6
15780,10.0,10.4,15.6
15781,10.0,10.4,15.6
15782,10.0,10.4,15.6
15783,10.0,10.4,15.6
15784,10.0,10.4,15.6
15785,10.0,10.4,15.6
15786,10.0,10.4,15.6
15787,10.0,10.4,15.6
15788,10.0,10.4,15.6
15789,10.0,10.4,15.6
15790,10.0,10.4,15.6
15791,10.0,10.4,15.6
15792,10.4,10.4,15.6
15793,10.4,10.4,15.6
15794,10.4,10.4,15.6
15795,10.4,10.4,15.6
15796,10.8,10.4,15.6
15797,10.8,10.4,15.6
15798,10.8,10.4,15.6
15799,10.8,10.4,15.6
15800,10.8,10.4,15.6
15801,10.8,10.4,15.6
15802,10.8,10.4,15.6
15803,10.8,10.4,15.6
15804,10.8,10.4,15.6
15805,10.8,10.4,15.6
15806,10.8,10.4,15.6
15807,10.8,10.4,15.6
15808,10.8,10.4,15.6
15809,10.8,10.4,15.6
15810,10.8,10.4,15.6
15811,10.8,10.4,15.6
15812,10.8,10.4,15.6
15813,10.8,10.4,15.6
15814,10.8,10.4,15.6
15815,10.8,10.4,15.6
15816,10.8,10.4,15.6
15817,10.8,10.4,15.6
15818,10.8,10.4,15.6
15819,10.8,10.4,15.6
15820,10.8,10.4,15.6
15821,10.8,10.4,15.6
15822,10.8,10.4,15.6
15823,10.8,10.4,15.6
15824,10.8,10.4,15.6
15825,11.2,10.4,15.6
15826,11.2,10.4,15.6
15827,11.2,10.4,15.6
15828,11.2,10.4,15.6
15829,11.2,10.4,15.6
15830,11.2,10.4,15.6
15831,11.2,10.4,15.6
15832,11.2,10.4,15.6
15833,11.2,10.4,15.6
15834,11.2,10.4,15.6
15835,11.2,10.4,15.6
15836,11.2,10.4,15.6
15837,11.2,10.4,15.6
15838,11.2,10.4,15.6
15839,11.2,10.4,15.6
15840,11.2,10.4,15.6
15841,11.2,10.8,15.6
15842,11.2,10.8,15.6
15843,11.2,10.8,15.6
15844,11.2,10.8,15.6
15845,11.2,10.8,15.6
15846,11.2,10.8,15.6
15847,11.2,10.8,15.6
15848,11.2,10.8,15.6
15849,11.2,10.8,15.6
15850,11.2,10.8,15.6
15851,11.2,10.8,15.6
15852,11.2,10.8,15.6
15853,11.2,10.8,15.6
15854,11.2,10.8,15.6
15855,11.2,10.8,15.6
15856,11.2,10.8,15.6
15857,11.2,10.8,15.6
15858,11.2,10.8,15.6
15859,11.2,10.8,15.6
15860,11.2,10.8,15.6
15861,11.2,10.8,15.6
15862,11.2,10.8,15.6
15863,11.2,10.8,15.6
15864,11.2,10.8,15.6
15865,11.2,10.8,15.6
15866,11.2,10.8,15.6
15867,11.2,10.8,15.6
15868,11.2,10.8,15.6
15869,11.2,10.8,15.6
15870,11.2,10.8,15.6
15871,11.2,10.8,15.6
15872,11.2,10.8,15.6
15873,11.2,10.8,15.6
15874,11.2,10.8,15.6
15875,11.2,10.8,15.6
15876,11.2,10.8,15.6
15877,11.2,10.8,15.6
15878,11.2,10.8,15.6
15879,11.2,10.8,15.6
15880,11.2,10.8,15.6
15881,11.2,10.8,15.6
15882,11.2,11.2,15.6
15883,11.2,11.2,15.6
15884,11.2,11.2,15.6
15885,11.2,11.2,15.6
15886,11.2,11.2,15.6
15887,11.2,11.2,15.6
15888,11.2,11.2,15.6
15889,11.2,11.2,15.6
15890,11.2,11.2,15.2
15891,11.2,11.2,15.2
15892,11.2,11.2,15.2
15893,10.8,11.2,14.8
15894,10.8,11.2,14.8
15895,10.0,11.2,14.8
15896,8.0,11.2,14.8
15897,5.2,11.2,14.8
15898,1.2,11.2,14.8
15899,0.0,11.2,14.8
15900,0.0,11.2,14.8
15901,0.0,11.2,14.8
15902,0.0,11.2,14.8
15903,0.0,11.2,14.8
15904,0.0,11.2,14.8
15905,0.0,11.2,14.8
15906,0.0,11.2,14.4
15907,0.0,11.2,14.4
15908,0.0,11.2,14.4
15909,0.0,11.2,14.4
15910,0.0,11.2,14.4
15911,0.0,11.2,14.4
15912,0.0,11.2,14.4
15913,0.0,11.2,14.4
15914,0.0,11.2,14.4
15915,0.0,11.2,14.4
15916,0.0,11.2,14.4
15917,0.0,11.2,14.4
15918,0.0,11.2,14.4
15919,0.0,11.2,14.4
15920,0.0,11.2,14.4
15921,0.0,11.2,14.4
15922,0.0,11.2,14.4
15923,0.0,11.2,14.4
15924,0.0,11.2,14.4
15925,0.0,11.2,14.4
15926,0.0,11.2,14.4
15927,0.0,11.2,14.4
15928,0.0,11.2,14.4
15929,0.0,11.2,14.4
15930,0.0,11.2,14.4
15931,0.0,11.2,14.4
15932,0.0,11.2,14.4
15933,0.0,11.2,14.4
15934,0.0,11.2,14.4
15935,0.0,11.2,14.4
15936,0.0,11.2,14.4
15937,0.0,11.2,14.4
15938,0.0,11.2,14.4
15939,0.0,11.2,14.4
15940,0.0,11.2,14.4
15941,0.0,11.2,14.4
15942,0.0,11.2,14.4
15943,0.0,11.2,14.4
15944,0.0,11.2,14.4
15945,0.0,11.2,14.4
15946,0.0,11.2,14.4
15947,0.0,11.2,14.4
15948,0.0,11.2,14.4
15949,0.0,11.2,14.4
15950,0.0,11.2,14.4
15951,0.0,11.2,14.4
15952,0.0,11.2,14.4
15953,0.0,11.2,14.4
15954,0.0,11.2,14.4
15955,0.0,11.2,14.4
15956,0.0,11.2,14.4
15957,0.0,11.2,14.4
15958,0.0,11.2,14.4
15959,0.0,11.2,14.4
15960,0.0,11.2,14.4
15961,0.0,11.2,14.4
15962,0.0,11.2,14.4
15963,0.0,11.2,14.4
15964,0.0,11.2,14.0
15965,0.0,11.2,14.0
15966,0.0,11.2,14.0
15967,0.0,11.2,14.0
15968,0.0,11.2,14.0
15969,0.0,11.2,14.0
15970,0.0,11.2,14.0
15971,0.0,11.2,14.0
15972,0.0,11.2,14.0
15973,0.0,11.2,14.0
15974,0.0,11.2,14.0
15975,0.0,11.2,14.0
15976,0.0,11.2,14.0
15977,0.0,11.2,14.0
15978,0.0,11.2,14.0
15979,0.0,11.2,14.0
15980,0.0,11.2,14.0
15981,0.0,11.2,14.0
15982,0.0,11.2,14.0
15983,0.0,11.2,14.0
15984,0.0,11.2,14.0
15985,0.0,11.2,14.0
15986,0.0,11.2,14.0
15987,0.0,11.2,14.0
15988,0.0,11.2,14.0
15989,0.0,11.2,14.0
15990,0.0,11.2,14.0
15991,0.0,11.2,14.0
15992,0.0,11.2,14.0
15993,0.0,11.2,14.0
15994,0.0,11.2,14.0
15995,0.0,11.2,14.0
15996,0.0,11.2,14.0
15997,0.0,11.2,14.0
15998,0.0,11.2,14.0
15999,0.0,11.2,14.0
16000,0.0,11.2,14.0
16001,0.0,11.2,14.0
16002,0.0,11.2,14.0
16003,0.0,11.2,14.0
16004,0.0,11.2,14.0
16005,0.0,11.2,14.0
16006,0.0,11.2,14.0
16007,0.0,11.2,14.0
16008,0.0,11.2,14.0
16009,0.0,11.2,14.0
16010,0.0,11.2,14.0
16011,0.0,11.2,14.0
16012,0.0,11.2,14.0
16013,0.0,11.2,14.0
16014,0.0,11.2,14.0
16015,0.0,11.2,14.0
16016,0.0,11.2,14.0
16017,0.0,11.2,14.0
16018,0.0,11.2,14.0
16019,0.0,11.2,14.0
16020,0.0,11.2,14.0
16021,0.0,11.2,14.0
16022,0.0,11.2,14.0
16023,0.0,11.2,14.0
16024,0.0,11.2,14.0
16025,0.0,11.2,14.0
16026,0.0,11.2,14.0
16027,0.0,11.2,14.0
16028,0.0,11.2,14.0
16029,0.0,11.2,14.0
16030,0.0,11.2,14.0
16031,0.0,11.2,14.0
16032,0.0,11.2,14.0
16033,0.0,11.2,14.0
16034,0.0,11.2,14.0
16035,0.0,11.2,14.0
16036,0.0,11.2,14.0
16037,0.0,11.2,14.0
16038,0.0,11.2,14.0
16039,0.0,11.2,14.0
16040,0.0,11.2,14.0
16041,0.0,11.2,14.0
16042,0.0,11.2,14.0
16043,0.0,11.2,14.0
16044,0.0,11.2,14.0
16045,0.0,11.2,14.0
16046,0.0,11.2,14.0
16047,0.0,11.2,14.0
16048,0.0,11.2,14.0
16049,0.0,11.2,14.0
16050,0.0,11.2,14.0
16051,0.0,11.2,14.0
16052,0.0,11.2,14.0
16053,0.0,11.2,14.0
16054,0.0,11.2,14.0
16055,0.0,11.2,14.0
16056,0.0,11.2,14.0
16057,0.0,11.2,14.0
16058,0.0,11.2,14.0
16059,0.0,11.2,14.0
16060,0.0,11.2,14.0
16061,0.0,11.2,14.0
16062,0.0,11.2,14.0
16063,0.0,11.2,14.0
16064,0.0,11.2,14.0
16065,0.0,11.2,14.0
16066,0.0,11.2,14.0
16067,0.0,11.2,14.0
16068,0.0,11.2,14.0
16069,0.0,11.2,14.0
16070,0.0,11.2,14.0
16071,0.0,11.2,14.0
16072,0.0,11.2,14.0
16073,0.0,11.2,14.0
16074,0.0,11.2,14.0
16075,0.0,11.2,14.0
16076,0.0,11.2,14.0
16077,0.0,11.2,14.0
16078,0.0,11.2,14.0
16079,0.0,11.2,14.0
16080,0.0,11.2,14.0
16081,0.0,11.2,14.0
16082,0.0,11.2,14.0
16083,0.0,11.2,14.0
16084,0.0,11.2,14.0
16085,0.0,11.2,14.0
16086,0.0,11.2,14.0
16087,0.0,11.2,14.0
16088,0.0,11.2,14.0
16089,0.0,11.2,14.0
16090,0.0,11.2,14.0
16091,0.0,11.2,14.0
16092,0.0,11.2,14.0
16093,0.0,11.2,14.0
16094,0.0,11.2,14.0
16095,0.0,11.2,14.0
16096,0.0,11.2,14.0
16097,0.0,11.2,14.0
16098,0.0,11.2,14.0
16099,0.0,11.2,14.0
16100,0.0,11.2,14.0
16101,0.0,11.2,14.0
16102,0.0,11.2,14.0
16103,0.0,11.2,14.0
16104,0.0,11.2,14.0
16105,0.0,11.2,14.0
16106,0.0,11.2,14.0
16107,0.0,11.2,14.0
16108,0.0,11.2,14.0
16109,0.0,11.2,14.0
16110,0.0,11.2,14.0
16111,0.0,11.2,14.0
16112,0.0,11.2,14.0
16113,0.0,11.2,14.0
16114,0.0,11.2,14.0
16115,0.0,11.2,14.0
16116,0.0,11.2,14.0
16117,0.0,11.2,14.0
16118,0.0,11.2,14.0
16119,0.0,11.2,14.0
16120,0.0,11.2,14.0
16121,0.0,11.2,14.0
16122,0.0,11.2,14.0
16123,0.0,11.2,14.0
16124,0.0,11.2,14.0
16125,0.0,11.2,14.0
16126,0.0,11.2,14.0
16127,0.0,11.2,14.0
16128,0.0,11.2,14.0
16129,0.0,11.2,14.0
16130,0.0,11.2,14.0
16131,0.0,11.2,14.0
16132,0.0,11.2,14.0
16133,0.0,11.2,14.0
16134,0.0,11.2,14.0
16135,0.0,11.2,14.0
16136,0.0,11.2,14.0
16137,0.0,11.2,14.0
16138,0.0,11.2,14.0
16139,0.0,11.2,14.0
16140,0.0,11.2,14.0
16141,0.0,11.2,14.0
16142,0.0,11.2,14.0
16143,0.0,11.2,14.0
16144,0.0,11.2,14.0
16145,0.0,11.2,14.0
16146,0.0,11.2,14.0
16147,0.0,11.2,14.0
16148,0.0,11.2,14.0
16149,0.0,11.2,14.0
16150,0.0,11.2,14.0
16151,0.0,11.2,14.0
16152,0.0,11.2,14.0
16153,0.0,11.2,14.0
16154,0.0,11.2,14.0
16155,0.0,10.8,14.0
16156,0.0,10.8,14.0
16157,0.0,10.8,14.0
16158,0.0,10.8,14.0
16159,0.0,10.8,14.0
16160,0.0,10.8,14.0
16161,0.0,10.8,14.0
16162,0.0,10.8,14.0
16163,0.0,10.4,14.0
16164,0.0,10.4,14.0
16165,0.0,10.4,14.0
16166,0.0,10.4,14.0
16167,0.0,10.4,14.0
16168,0.0,10.4,14.0
16169,0.0,10.4,14.0
16170,0.0,10.4,14.0
16171,0.0,10.4,14.0
16172,0.0,10.4,14.0
16173,0.0,10.4,14.0
16174,0.0,10.4,14.0
16175,0.0,10.4,14.0
16176,0.0,10.4,14.0
16177,0.0,10.4,14.0
16178,0.0,10.4,14.0
16179,0.0,10.4,14.0
16180,0.0,10.4,14.0
16181,0.0,10.4,14.0
16182,0.0,10.4,14.0
16183,0.0,10.4,14.0
16184,0.0,10.4,14.0
16185,0.0,10.4,14.0
16186,0.0,10.4,14.0
16187,0.0,10.4,14.0
16188,0.0,10.4,14.0
16189,0.0,10.4,14.0
16190,0.0,10.4,14.0
16191,0.0,10.4,14.0
16192,0.0,10.4,14.0
16193,0.0,10.4,14.0
16194,0.0,10.4,14.0
16195,0.0,10.4,14.0
16196,0.0,10.4,14.0
16197,0.0,10.4,14.0
16198,0.0,10.4,14.0
16199,0.0,10.4,14.0
16200,0.0,10.4,14.0
16201,0.0,10.4,14.0
16202,0.0,10.4,14.0
16203,0.0,10.4,14.0
16204,0.0,10.4,14.0
16205,0.0,10.4,14.0
16206,0.0,10.4,14.0
16207,0.0,10.4,14.0
16208,0.0,10.4,14.0
16209,0.0,10.4,14.0
16210,0.0,10.4,14.0
16211,0.0,10.4,14.0
16212,0.0,10.4,14.0
16213,0.0,10.4,14.0
16214,0.0,10.4,14.0
16215,0.0,10.4,14.0
16216,0.0,10.4,14.0
16217,0.0,10.4,14.0
16218,0.0,10.4,14.0
16219,0.0,10.4,14.0
16220,0.0,10.4,14.0
16221,0.0,10.4,14.0
16222,0.0,10.4,14.0
16223,0.0,10.4,14.0
16224,0.0,10.4,14.0
16225,0.0,10.4,14.0
16226,0.0,10.4,14.0
16227,0.0,10.4,14.0
16228,0.0,10.4,14.0
16229,0.0,10.4,14.0
16230,0.0,10.4,14.0
16231,0.0,10.4,14.0
16232,0.0,10.4,14.0
16233,0.0,10.4,14.0
16234,0.0,10.4,14.0
16235,0.0,10.4,14.0
16236,0.0,10.4,14.0
16237,0.0,10.4,14.0
16238,0.0,10.4,14.0
16239,0.0,10.4,14.0
16240,0.0,10.4,14.0
16241,0.0,10.4,14.0
16242,0.0,10.4,14.0
16243,0.0,10.4,14.0
16244,0.0,10.4,14.0
16245,0.0,10.4,14.0
16246,0.0,10.4,14.0
16247,0.0,10.4,14.0
16248,0.0,10.4,14.0
16249,0.0,10.4,14.0
16250,0.0,10.4,14.0
16251,0.0,10.4,14.0
16252,0.0,10.4,14.0
16253,0.0,10.4,14.0
16254,0.0,10.4,14.0
16255,0.0,10.4,14.0
16256,0.0,10.4,14.0
16257,0.0,10.4,14.0
16258,0.0,10.4,14.0
16259,0.0,10.4,14.0
16260,0.0,10.4,14.0
16261,0.0,10.4,14.0
16262,0.0,10.4,14.0
16263,0.0,10.4,14.0
16264,0.0,10.4,14.0
16265,0.0,10.4,14.0
16266,0.0,10.4,14.0
16267,0.0,10.4,14.0
16268,0.0,10.4,14.0
16269,0.0,10.4,14.0
16270,0.0,10.4,14.0
16271,0.0,10.4,14.0
16272,0.0,10.4,14.0
16273,0.0,10.4,14.0
16274,0.0,10.4,14.0
16275,0.0,10.4,14.0
16276,0.0,10.4,14.0
16277,0.0,10.4,14.0
16278,0.0,10.4,14.0
16279,0.0,10.4,14.0
16280,0.0,10.4,14.0
16281,0.0,10.4,14.0
16282,0.0,10.4,14.0
16283,0.0,10.4,14.0
16284,0.0,10.4,14.0
16285,0.0,10.4,14.0
16286,0.0,10.4,14.0
16287,0.0,10.4,14.0
16288,0.0,10.4,14.0
16289,0.0,10.4,14.0
16290,0.0,10.4,14.0
16291,0.0,10.4,14.0
16292,0.0,10.4,14.0
16293,0.0,10.4,14.0
16294,0.0,10.4,14.0
16295,0.0,10.4,14.0
16296,0.0,10.4,14.0
16297,0.0,10.4,14.0
16298,0.0,10.4,14.0
16299,0.0,10.4,14.0
16300,0.0,10.4,14.0
16301,0.0,10.8,14.0
16302,0.0,10.8,14.0
16303,0.0,10.8,14.0
16304,0.0,10.8,14.0
16305,0.0,10.8,14.0
16306,0.0,10.8,14.0
16307,0.0,10.8,14.0
16308,0.0,10.8,14.0
16309,0.0,10.8,14.0
16310,0.0,10.8,14.0
16311,0.0,10.8,14.0
16312,0.0,10.8,14.0
16313,0.0,11.2,13.6
16314,0.0,11.2,13.6
16315,0.0,11.2,13.6
16316,0.0,11.2,13.6
16317,0.0,11.2,13.6
16318,0.0,11.2,13.6
16319,0.0,11.2,13.6
16320,0.0,11.2,13.6
16321,0.0,11.2,13.6
16322,0.0,11.2,13.6
16323,0.0,11.2,13.6
16324,0.0,11.2,13.6
