,Gaimersheim,Ingolstadt,Munich
4732,0.0,36.6,1.8
4733,0.0,36.6,1.8
4734,0.0,36.6,1.8
4735,0.0,36.6,1.8
4736,0.0,36.6,1.8
4737,0.0,36.6,1.8
4738,0.0,36.6,1.8
4739,0.0,36.6,1.8
4740,0.0,36.6,1.8
4741,0.0,36.6,1.8
4742,0.0,36.6,1.8
4743,0.0,36.6,1.8
4744,0.0,36.6,1.8
4745,0.0,36.6,1.8
4746,0.0,36.6,1.8
4747,0.0,36.6,1.8
4748,0.0,36.6,1.8
4749,0.0,36.6,1.8
4750,0.0,36.6,1.8
4751,0.0,36.6,1.8
4752,0.0,36.6,1.8
4753,0.0,36.6,1.8
4754,0.0,36.6,1.8
4755,0.0,36.6,1.8
4756,0.0,36.6,1.8
4757,0.0,36.75,1.8
4758,0.0,36.75,1.8
4759,0.0,36.9,1.8
4760,0.0,36.9,1.8
4761,0.0,36.9,1.8
4762,0.0,37.05,1.8
4763,0.0,37.05,1.8
4764,0.0,37.2,1.8
4765,0.0,37.2,1.8
4766,0.0,37.35,1.8
4767,0.0,37.35,1.8
4768,0.0,37.5,1.8
4769,0.0,37.5,1.8
4770,0.0,37.65,1.8
4771,0.0,37.65,1.8
4772,0.0,37.65,1.8
4773,0.0,37.8,1.8
4774,0.0,37.8,1.8
4775,0.0,37.95,1.8
4776,0.0,37.95,1.8
4777,0.0,37.95,1.8
4778,0.0,37.95,1.8
4779,0.0,38.1,1.8
4780,0.0,38.1,1.8
4781,0.0,38.1,1.8
4782,0.0,38.1,1.8
4783,0.0,38.1,1.8
4784,0.0,38.1,1.8
4785,0.0,38.1,1.8
4786,0.0,38.1,1.8
4787,0.0,38.1,1.8
4788,0.0,38.1,1.8
4789,0.0,38.1,1.8
4790,0.0,38.1,1.8
4791,0.0,38.1,1.8
4792,0.0,38.1,1.8
4793,0.0,38.1,1.8
4794,0.0,38.1,1.8
4795,0.0,38.1,1.8
4796,0.0,38.1,1.8
4797,0.0,38.1,1.8
4798,0.0,38.1,1.8
4799,0.0,38.1,1.8
4800,0.0,38.1,1.8
4801,0.0,37.95,1.8
4802,0.0,37.95,1.8
4803,0.0,37.8,1.8
4804,0.0,37.65,1.8
4805,0.0,37.65,1.8
4806,0.0,37.35,1.8
4807,0.0,37.2,1.8
4808,0.0,36.9,1.8
4809,0.0,36.6,1.8
4810,0.0,36.15,1.8
4811,0.0,35.7,1.8
4812,0.0,35.1,1.8
4813,0.0,34.8,1.8
4814,0.0,34.2,1.8
4815,0.0,33.45,1.8
4816,0.0,33.0,1.8
4817,0.0,32.4,1.8
4818,0.0,31.95,1.8
4819,0.0,31.35,1.8
4820,0.0,30.75,1.8
4821,0.0,30.3,1.8
4822,0.0,29.7,1.8
4823,0.0,29.1,1.8
4824,0.0,28.5,1.8
4825,0.0,27.9,1.8
4826,0.0,27.45,1.8
4827,0.0,26.55,1.8
4828,0.0,26.1,1.8
4829,0.0,25.5,1.8
4830,0.0,24.9,1.8
4831,0.0,24.45,1.8
4832,0.0,23.85,1.8
4833,0.0,23.4,1.8
4834,0.0,22.95,1.8
4835,0.0,22.5,1.8
4836,0.0,22.05,1.8
4837,0.0,21.6,1.8
4838,0.0,21.15,1.8
4839,0.0,20.55,1.8
4840,0.0,20.1,1.8
4841,0.0,19.8,1.8
4842,0.0,19.35,1.8
4843,0.0,19.05,1.8
4844,0.0,18.75,1.8
4845,0.15,18.3,1.8
4846,0.15,18.0,1.8
4847,0.15,17.7,1.8
4848,0.15,17.4,1.8
4849,0.15,17.1,1.8
4850,0.3,16.8,1.8
4851,0.3,16.35,1.8
4852,0.3,16.2,1.8
4853,0.3,15.9,1.8
4854,0.3,15.6,1.8
4855,0.3,15.45,1.8
4856,0.3,15.15,1.8
4857,0.3,15.0,1.8
4858,0.3,14.85,1.8
4859,0.3,14.55,1.8
4860,0.3,14.4,1.8
4861,0.3,14.1,1.8
4862,0.3,13.95,1.8
4863,0.3,13.65,1.8
4864,0.3,13.5,1.8
4865,0.3,13.2,1.8
4866,0.3,13.05,1.8
4867,0.3,12.9,1.8
4868,0.3,12.75,1.8
4869,0.3,12.6,1.8
4870,0.3,12.45,1.8
4871,0.3,12.3,1.8
4872,0.3,12.15,1.8
4873,0.3,12.15,1.8
4874,0.3,12.0,1.8
4875,0.3,11.85,1.8
4876,0.3,11.85,1.8
4877,0.3,11.7,1.8
4878,0.3,11.7,1.8
4879,0.3,11.55,1.8
4880,0.3,11.55,1.8
4881,0.3,11.55,1.8
4882,0.3,11.55,1.8
4883,0.3,11.4,1.8
4884,0.3,11.4,1.8
4885,0.3,11.4,1.8
4886,0.3,11.25,1.8
4887,0.3,11.25,1.8
4888,0.3,11.25,1.8
4889,0.3,11.25,1.8
4890,0.3,11.1,1.8
4891,0.3,11.1,1.8
4892,0.3,11.1,1.8
4893,0.3,10.95,1.8
4894,0.3,10.95,1.8
4895,0.3,10.95,1.8
4896,0.3,10.95,1.8
4897,0.3,10.95,1.8
4898,0.15,10.95,1.8
4899,0.15,10.95,1.8
4900,0.15,10.95,1.8
4901,0.0,10.95,1.8
4902,0.0,10.95,1.8
4903,0.15,10.95,1.8
4904,0.3,10.95,1.8
4905,0.3,10.95,1.8
4906,0.45,10.95,1.8
4907,0.45,10.95,1.8
4908,0.45,10.95,1.8
4909,0.6,11.1,1.8
4910,0.6,11.1,1.8
4911,0.6,11.1,1.8
4912,0.6,11.1,1.8
4913,0.6,11.1,1.8
4914,0.6,11.1,1.8
4915,0.6,11.1,1.8
4916,0.6,11.1,1.8
4917,0.6,11.1,1.8
4918,0.6,11.1,1.8
4919,0.6,11.1,1.8
4920,0.6,11.1,1.8
4921,0.6,11.1,1.8
4922,0.6,11.1,1.8
4923,0.45,11.1,1.8
4924,0.45,11.1,1.8
4925,0.45,11.1,1.8
4926,0.45,11.1,1.8
4927,0.45,11.1,1.8
4928,0.45,11.1,1.8
4929,0.45,11.1,1.8
4930,0.45,11.1,1.8
4931,0.45,11.1,1.8
4932,0.45,11.1,1.8
4933,0.45,11.1,1.8
4934,0.45,11.1,1.8
4935,0.45,11.1,1.8
4936,0.45,11.1,1.8
4937,0.45,11.1,1.8
4938,0.45,11.1,1.8
4939,0.3,11.1,1.8
4940,0.3,11.1,1.8
4941,0.3,11.1,1.8
4942,0.3,11.1,1.8
4943,0.3,11.1,1.8
4944,0.3,11.1,1.8
4945,0.3,11.1,1.8
4946,0.3,11.1,1.8
4947,0.3,11.1,1.8
4948,0.3,11.1,1.8
4949,0.3,11.1,1.8
4950,0.3,11.1,1.8
4951,0.3,11.1,1.8
4952,0.3,11.1,1.8
4953,0.3,11.1,1.8
4954,0.3,11.1,1.8
4955,0.3,11.1,1.8
4956,0.3,11.1,1.8
4957,0.3,11.1,1.8
4958,0.3,11.1,1.8
4959,0.3,11.1,1.8
4960,0.3,11.1,1.8
4961,0.3,11.1,1.8
4962,0.3,11.1,1.8
4963,0.3,11.1,1.8
4964,0.3,11.1,1.8
4965,0.3,11.1,1.8
4966,0.3,11.1,1.8
4967,0.3,11.1,1.8
4968,0.3,11.1,1.8
4969,0.3,11.1,1.8
4970,0.3,11.1,1.8
4971,0.3,11.1,1.8
4972,0.3,11.1,1.8
4973,0.3,11.1,1.8
4974,0.3,11.1,1.8
4975,0.3,11.1,1.8
4976,0.3,11.1,1.8
4977,0.3,11.1,1.8
4978,0.3,11.1,1.8
4979,0.3,11.1,1.8
4980,0.3,11.1,1.8
4981,0.3,11.1,1.8
4982,0.3,11.1,1.8
4983,0.3,11.1,1.8
4984,0.3,11.25,1.8
4985,0.3,11.25,1.8
4986,0.3,11.25,1.8
4987,0.3,11.25,1.8
4988,0.3,11.25,1.8
4989,0.3,11.4,1.8
4990,0.45,11.4,1.8
4991,0.45,11.55,1.8
4992,0.45,11.55,1.8
4993,0.45,11.7,1.8
4994,0.45,11.7,1.8
4995,0.45,11.85,1.8
4996,0.45,12.0,1.8
4997,0.45,12.15,1.8
4998,0.45,12.3,1.8
4999,0.45,12.45,1.8
5000,0.45,12.45,1.8
5001,0.45,12.6,1.8
5002,0.45,12.75,1.8
5003,0.45,12.9,1.8
5004,0.45,13.05,1.8
5005,0.45,13.35,1.8
5006,0.45,13.65,1.8
5007,0.45,14.1,1.8
5008,0.45,14.4,1.8
5009,0.45,14.7,1.8
5010,0.45,15.15,1.8
5011,0.45,15.45,1.8
5012,0.45,15.9,1.8
5013,0.45,16.35,1.8
5014,0.45,16.8,1.8
5015,0.45,17.25,1.8
5016,0.45,17.7,1.8
5017,0.45,18.15,1.8
5018,0.45,18.75,1.8
5019,0.45,19.35,1.8
5020,0.45,19.8,1.8
5021,0.45,20.25,1.8
5022,0.45,20.7,1.8
5023,0.45,21.3,1.8
5024,0.45,21.6,1.8
5025,0.45,22.05,1.8
5026,0.45,22.5,1.8
5027,0.45,22.8,1.8
5028,0.45,23.1,1.8
5029,0.45,23.55,1.8
5030,0.45,23.7,1.8
5031,0.45,24.15,1.8
5032,0.45,24.3,1.8
5033,0.45,24.45,1.8
5034,0.45,24.45,1.8
5035,0.45,24.6,1.8
5036,0.45,24.6,1.8
5037,0.45,24.6,1.8
5038,0.45,24.45,1.8
5039,0.45,24.45,1.8
5040,0.45,24.3,1.8
5041,0.45,24.3,1.8
5042,0.45,24.15,1.8
5043,0.45,24.0,1.8
5044,0.45,23.85,1.8
5045,0.45,23.7,1.8
5046,0.45,23.55,1.8
5047,0.45,23.4,1.8
5048,0.45,23.25,1.8
5049,0.45,23.1,1.8
5050,0.45,22.95,1.8
5051,0.45,22.8,1.8
5052,0.45,22.65,1.8
5053,0.45,22.5,1.8
5054,0.45,22.5,1.8
5055,0.45,22.35,1.8
5056,0.45,22.2,1.8
5057,0.45,22.2,1.8
5058,0.45,22.05,1.8
5059,0.45,22.05,1.8
5060,0.45,21.9,1.8
5061,0.45,21.9,1.8
5062,0.45,21.9,1.8
5063,0.45,21.9,1.8
5064,0.45,21.9,1.8
5065,0.45,21.9,1.8
5066,0.45,21.9,1.8
5067,0.45,21.9,1.8
5068,0.45,21.9,1.8
5069,0.45,21.9,1.8
5070,0.45,21.9,1.8
5071,0.45,21.9,1.8
5072,0.45,21.9,1.8
5073,0.6,21.9,1.8
5074,0.6,21.9,1.8
5075,0.6,21.9,1.8
5076,0.6,21.9,1.8
5077,0.6,21.9,1.8
5078,0.6,21.9,1.8
5079,0.6,21.75,1.8
5080,0.6,21.75,1.8
5081,0.6,21.75,1.8
5082,0.6,21.75,1.8
5083,0.6,21.75,1.8
5084,0.6,21.6,1.8
5085,0.6,21.6,1.8
5086,0.6,21.45,1.8
5087,0.6,21.3,1.8
5088,0.6,21.3,1.8
5089,0.6,21.15,1.8
5090,0.6,21.0,1.8
5091,0.6,20.85,1.8
5092,0.6,20.7,1.8
5093,0.6,20.55,1.8
5094,0.75,20.25,1.8
5095,0.75,20.1,1.8
5096,0.75,19.95,1.8
5097,0.75,19.65,1.8
5098,0.9,19.35,1.8
5099,0.9,19.05,1.8
5100,0.9,18.75,1.8
5101,1.05,18.45,1.8
5102,1.05,18.3,1.8
5103,1.2,17.85,1.8
5104,1.2,17.55,1.8
5105,1.35,17.4,1.8
5106,1.35,17.1,1.8
5107,1.65,16.8,1.8
5108,1.8,16.65,1.8
5109,1.95,16.5,1.8
5110,2.1,16.2,1.8
5111,2.4,16.2,1.8
5112,2.7,16.05,1.8
5113,3.0,15.9,1.8
5114,3.45,15.75,1.8
5115,3.75,15.75,1.8
5116,4.05,15.75,1.8
5117,4.35,15.75,1.8
5118,4.65,15.75,1.8
5119,4.8,15.75,1.8
5120,5.1,15.75,1.8
5121,5.25,15.75,1.8
5122,5.4,15.75,1.8
5123,5.55,15.75,1.8
5124,5.55,15.75,1.8
5125,5.55,15.75,1.8
5126,5.4,15.75,1.8
5127,5.25,15.75,1.8
5128,4.95,15.75,1.8
5129,4.8,15.75,1.8
5130,4.65,15.75,1.8
5131,4.65,15.75,1.8
5132,4.5,15.75,1.8
5133,4.35,15.75,1.8
5134,4.2,15.75,1.8
5135,4.2,15.75,1.8
5136,4.2,15.75,1.8
5137,4.05,15.75,1.8
5138,4.2,15.6,1.8
5139,4.2,15.6,1.8
5140,4.35,15.6,1.8
5141,4.5,15.6,1.8
5142,4.65,15.6,1.8
5143,4.65,15.6,1.8
5144,4.65,15.6,1.8
5145,4.65,15.6,1.8
5146,4.65,15.45,1.8
5147,4.65,15.45,1.8
5148,4.65,15.3,1.8
5149,4.65,15.3,1.8
5150,4.65,15.15,1.8
5151,4.65,15.15,1.8
5152,4.5,15.0,1.8
5153,4.5,15.0,1.8
5154,4.35,14.85,1.8
5155,4.05,14.85,1.8
5156,3.9,14.7,1.8
5157,3.6,14.55,1.8
5158,3.3,14.4,1.8
5159,3.0,14.4,1.8
5160,2.7,14.25,1.8
5161,2.4,14.1,1.8
5162,1.8,13.95,1.8
5163,1.5,13.65,1.8
5164,1.05,13.35,1.8
5165,0.6,13.2,1.8
5166,0.3,12.9,1.8
5167,0.0,12.75,1.8
5168,0.15,12.45,1.8
5169,0.3,12.3,1.8
5170,0.45,12.0,1.8
5171,0.6,11.7,1.8
5172,0.6,11.55,1.8
5173,0.6,11.25,1.8
5174,0.6,10.95,1.8
5175,0.6,10.65,1.8
5176,0.6,10.35,1.8
5177,0.6,10.05,1.8
5178,0.6,9.9,1.8
5179,0.6,9.6,1.8
5180,0.6,9.3,1.8
5181,0.6,9.0,1.8
5182,0.6,8.7,1.8
5183,0.45,8.25,1.8
5184,0.45,7.95,1.8
5185,0.45,7.65,1.8
5186,0.45,7.2,1.8
5187,0.45,6.6,1.8
5188,0.3,6.15,1.8
5189,0.3,5.7,1.8
5190,0.3,5.25,1.8
5191,0.3,4.8,1.8
5192,0.15,4.2,1.8
5193,0.15,3.75,1.8
5194,0.15,3.15,1.8
5195,0.15,2.7,1.8
5196,0.15,2.1,1.8
5197,0.15,1.65,1.8
5198,0.15,1.05,1.8
5199,0.15,0.3,1.8
5200,0.15,0.15,1.8
5201,0.15,0.75,1.8
5202,0.15,1.5,1.8
5203,0.15,2.1,1.8
5204,0.15,2.85,1.8
5205,0.15,3.75,1.8
5206,0.15,4.5,1.8
5207,0.15,5.4,1.8
5208,0.15,6.15,1.8
5209,0.15,7.05,1.8
5210,0.15,7.95,1.8
5211,0.15,9.3,1.8
5212,0.15,10.05,1.8
5213,0.15,10.95,1.8
5214,0.15,11.85,1.8
5215,0.15,12.9,1.8
5216,0.15,13.8,1.8
5217,0.0,14.7,1.8
5218,0.0,15.6,1.8
5219,0.0,16.5,1.8
5220,0.0,17.4,1.8
5221,0.0,18.15,1.8
5222,0.15,19.05,1.8
5223,0.15,20.4,1.8
5224,0.3,21.15,1.8
5225,0.3,22.05,1.8
5226,0.3,22.8,1.8
5227,0.3,23.55,1.8
5228,0.45,24.3,1.8
5229,0.45,24.9,1.8
5230,0.45,25.65,1.8
5231,0.6,26.25,1.8
5232,0.6,26.85,1.8
5233,0.6,27.45,1.8
5234,0.6,28.2,1.8
5235,0.6,28.95,1.8
5236,0.6,29.4,1.8
5237,0.6,29.85,1.8
5238,0.6,30.45,1.8
5239,0.6,30.75,1.8
5240,0.6,31.2,1.8
5241,0.6,31.65,1.8
5242,0.6,31.95,1.8
5243,0.6,32.25,1.8
5244,0.6,32.7,1.8
5245,0.6,33.15,1.8
5246,0.6,33.45,1.8
5247,0.6,34.05,1.8
5248,0.6,34.35,1.8
5249,0.6,34.8,1.8
5250,0.6,35.25,1.8
5251,0.6,35.7,1.8
5252,0.6,36.15,1.8
5253,0.6,36.45,1.8
5254,0.6,36.9,1.8
5255,0.6,37.35,1.8
5256,0.6,37.8,1.8
5257,0.6,38.1,1.8
5258,0.6,38.55,1.8
5259,0.6,39.15,1.8
5260,0.6,39.45,1.8
5261,0.6,39.75,1.8
5262,0.6,40.05,1.8
5263,0.6,40.35,1.8
5264,0.6,40.65,1.8
5265,0.6,40.95,1.8
5266,0.6,41.1,1.8
5267,0.75,41.25,1.8
5268,0.75,41.25,1.8
5269,0.75,41.25,1.8
5270,0.9,41.25,1.8
5271,0.9,41.25,1.8
5272,1.05,40.95,1.8
5273,1.2,40.8,1.8
5274,1.35,40.5,1.8
5275,1.5,40.2,1.8
5276,1.65,39.9,1.8
5277,1.8,39.6,1.8
5278,1.95,39.3,1.8
5279,2.25,38.85,1.8
5280,2.4,38.55,1.8
5281,2.55,38.1,1.8
5282,2.85,37.8,1.8
5283,2.85,37.2,1.8
5284,3.0,36.9,1.8
5285,3.15,36.45,1.8
5286,3.15,36.15,1.8
5287,3.3,35.7,1.8
5288,3.3,35.25,1.8
5289,3.3,34.8,1.8
5290,3.3,34.35,1.8
5291,3.3,33.9,1.8
5292,3.3,33.45,1.8
5293,3.3,33.0,1.8
5294,3.45,32.55,1.8
5295,3.45,31.8,1.8
5296,3.6,31.5,1.8
5297,3.6,31.05,1.8
5298,3.9,30.6,1.8
5299,4.05,30.15,1.8
5300,4.35,29.7,1.8
5301,4.65,29.25,1.8
5302,4.95,28.8,1.8
5303,5.25,28.5,1.8
5304,5.4,28.2,1.8
5305,5.7,27.9,1.8
5306,5.85,27.45,1.8
5307,6.15,27.0,1.8
5308,6.3,26.7,1.8
5309,6.45,26.4,1.8
5310,6.45,26.1,1.8
5311,6.45,25.8,1.8
5312,6.45,25.65,1.8
5313,6.45,25.35,1.8
5314,6.45,25.05,1.8
5315,6.45,24.75,1.8
5316,6.45,24.6,1.8
5317,6.45,24.3,1.8
5318,6.45,24.0,1.8
5319,6.45,23.55,1.8
5320,6.45,23.4,1.8
5321,6.45,23.1,1.8
5322,6.45,22.95,1.8
5323,6.45,22.65,1.8
5324,6.45,22.5,1.8
5325,6.45,22.2,1.8
5326,6.45,22.05,1.8
5327,6.45,21.75,1.8
5328,6.45,21.45,1.8
5329,6.45,21.3,1.8
5330,6.45,21.0,1.8
5331,6.45,20.7,1.8
5332,6.45,20.55,1.8
5333,6.45,20.25,1.8
5334,6.45,20.1,1.8
5335,6.45,19.8,1.8
5336,6.45,19.65,1.8
5337,6.45,19.5,1.8
5338,6.45,19.2,1.8
5339,6.45,19.05,1.8
5340,6.45,18.9,1.8
5341,6.3,18.75,1.8
5342,6.3,18.6,1.8
5343,6.15,18.3,1.8
5344,6.0,18.15,1.8
5345,5.7,18.0,1.8
5346,5.55,17.85,1.8
5347,5.4,17.7,1.8
5348,5.1,17.55,1.8
5349,4.8,17.4,1.8
5350,4.5,17.25,1.8
5351,4.35,17.1,1.8
5352,3.9,16.95,1.8
5353,3.6,16.8,1.8
5354,3.3,16.65,1.8
5355,2.85,16.65,1.8
5356,2.55,16.5,1.8
5357,2.4,16.5,1.8
5358,2.1,16.35,1.8
5359,1.8,16.35,1.8
5360,1.5,16.35,1.8
5361,1.2,16.2,1.8
5362,0.9,16.2,1.8
5363,0.6,16.2,1.8
5364,0.45,16.2,1.8
5365,0.15,16.2,1.8
5366,0.0,16.2,1.8
5367,0.15,16.2,1.8
5368,0.3,16.2,1.8
5369,0.45,16.2,1.8
5370,0.6,16.2,1.8
5371,0.75,16.2,1.8
5372,0.9,16.2,1.8
5373,1.05,16.2,1.8
5374,1.2,16.2,1.8
5375,1.35,16.2,1.8
5376,1.5,16.2,1.8
5377,1.65,16.2,1.8
5378,1.8,16.2,1.8
5379,1.95,16.2,1.8
5380,2.1,16.2,1.8
5381,2.1,16.2,1.8
5382,2.25,16.2,1.8
5383,2.25,16.2,1.8
5384,2.25,16.2,1.8
5385,2.4,16.2,1.8
5386,2.4,16.2,1.8
5387,2.4,16.2,1.8
5388,2.4,16.2,1.8
5389,2.4,16.35,1.8
5390,2.55,16.35,1.8
5391,2.7,16.35,1.8
5392,2.85,16.5,1.8
5393,3.15,16.5,1.8
5394,3.3,16.5,1.8
5395,3.6,16.5,1.8
5396,4.05,16.5,1.8
5397,4.5,16.5,1.8
5398,4.95,16.5,1.8
5399,5.4,16.5,1.8
5400,6.0,16.5,1.8
5401,6.6,16.5,1.8
5402,7.35,16.5,1.8
5403,8.55,16.5,1.8
5404,9.45,16.5,1.8
5405,10.35,16.5,1.8
5406,11.4,16.5,1.8
5407,12.45,16.5,1.8
5408,13.65,16.5,1.8
5409,14.85,16.5,1.8
5410,16.05,16.5,1.8
5411,17.4,16.5,1.8
5412,18.75,16.5,1.8
5413,20.25,16.5,1.8
5414,21.75,16.65,1.8
5415,24.15,16.8,1.8
5416,25.95,17.1,1.8
5417,27.6,17.4,1.8
5418,29.55,17.55,1.8
5419,31.35,17.85,1.8
5420,33.3,18.15,1.8
5421,35.25,18.45,1.8
5422,37.35,18.75,1.8
5423,39.3,19.2,1.8
5424,41.55,19.5,1.8
5425,43.65,19.8,1.8
5426,45.9,20.25,1.8
5427,49.2,20.4,1.8
5428,51.45,20.85,1.8
5429,53.85,21.15,1.8
5430,56.25,21.3,1.8
5431,58.5,21.45,1.8
5432,60.9,21.6,1.8
5433,63.3,21.75,1.8
5434,65.85,21.75,1.8
5435,68.25,21.75,1.8
5436,70.65,21.9,1.8
5437,73.2,21.9,1.8
5438,75.6,21.9,1.8
5439,79.05,21.9,1.8
5440,81.3,21.9,1.8
5441,83.55,21.9,1.8
5442,85.8,21.9,1.8
5443,88.05,21.9,1.8
5444,90.15,21.9,1.8
5445,92.1,21.9,1.8
5446,94.2,21.9,1.8
5447,96.0,21.9,1.8
5448,97.95,21.9,1.8
5449,99.75,21.9,1.8
5450,101.4,21.9,1.8
5451,103.8,21.9,1.8
5452,105.3,21.9,1.8
5453,106.8,21.9,1.8
5454,108.3,21.9,1.8
5455,109.65,21.9,1.8
5456,111.0,21.9,1.8
5457,112.35,21.9,1.8
5458,113.55,21.9,1.8
5459,114.9,21.9,1.8
5460,116.25,22.05,1.8
5461,117.6,22.05,1.8
5462,119.1,22.05,1.8
5463,121.35,22.05,1.8
5464,122.85,22.05,1.8
5465,124.35,22.05,1.8
5466,126.0,22.05,1.8
5467,127.65,22.05,1.8
5468,129.3,22.2,1.8
5469,131.1,22.2,1.8
5470,132.9,22.2,1.8
5471,134.7,22.2,1.8
5472,136.5,22.2,1.8
5473,138.45,22.2,1.8
5474,140.4,22.2,1.8
5475,143.4,22.2,1.8
5476,145.5,22.2,1.8
5477,147.6,22.2,1.8
5478,149.85,22.2,1.8
5479,151.95,22.2,1.8
5480,154.2,22.2,1.8
5481,156.3,22.2,1.8
5482,158.55,22.2,1.8
5483,160.8,22.2,1.8
5484,162.9,22.2,1.8
5485,165.15,22.2,1.8
5486,167.25,22.2,1.8
5487,170.25,22.2,1.8
5488,172.05,22.2,1.8
5489,173.85,22.2,1.8
5490,175.65,22.2,1.8
5491,177.3,22.2,1.8
5492,178.65,22.2,1.8
5493,180.15,22.2,1.8
5494,181.5,22.2,1.8
5495,182.7,22.2,1.8
5496,183.9,22.2,1.8
5497,185.1,22.2,1.8
5498,186.15,22.2,1.8
5499,187.8,22.2,1.8
5500,188.85,22.35,1.8
5501,189.9,22.35,1.8
5502,190.8,22.35,1.8
5503,191.85,22.35,1.8
5504,192.75,22.5,1.8
5505,193.65,22.5,1.8
5506,194.4,22.5,1.8
5507,195.3,22.65,1.8
5508,196.2,22.65,1.8
5509,197.1,22.8,1.8
5510,198.0,22.8,1.8
5511,199.2,22.95,1.8
5512,200.1,23.1,1.8
5513,201.0,23.25,1.8
5514,201.75,23.4,1.8
5515,202.65,23.55,1.8
5516,203.55,23.7,1.8
5517,204.3,23.85,1.8
5518,205.2,24.0,1.8
5519,206.1,24.3,1.8
5520,207.0,24.45,1.8
5521,207.9,24.6,1.8
5522,208.8,24.75,1.8
5523,210.15,24.9,1.8
5524,211.2,25.2,1.8
5525,212.1,25.35,1.8
5526,213.0,25.65,1.8
5527,213.9,25.65,1.8
5528,214.8,25.8,1.8
5529,215.7,25.95,1.8
5530,216.6,26.1,1.8
5531,217.5,26.25,1.8
5532,218.4,26.25,1.8
5533,219.15,26.4,1.8
5534,220.05,26.4,1.8
5535,221.4,26.4,1.8
5536,222.3,26.55,1.8
5537,223.2,26.55,1.8
5538,223.95,26.55,1.8
5539,224.85,26.55,1.8
5540,225.75,26.55,1.8
5541,226.65,26.7,1.8
5542,227.55,26.7,1.8
5543,228.3,26.7,1.8
5544,229.2,26.7,1.8
5545,229.95,26.7,1.8
5546,230.85,26.7,1.8
5547,232.05,26.7,1.8
5548,232.8,26.7,1.8
5549,233.55,26.7,1.8
5550,234.15,26.7,1.8
5551,234.75,26.7,1.8
5552,235.35,26.7,1.8
5553,235.95,26.7,1.8
5554,236.55,26.85,1.8
5555,236.85,26.85,1.8
5556,237.3,27.0,1.8
5557,237.75,27.15,1.8
5558,238.05,27.3,1.8
5559,238.5,27.45,1.8
5560,238.8,27.75,1.8
5561,238.95,28.05,1.8
5562,239.1,28.35,1.8
5563,239.25,28.8,1.8
5564,239.4,29.1,1.8
5565,239.4,29.55,1.8
5566,239.4,30.0,1.8
5567,239.55,30.6,1.8
5568,239.55,31.2,1.8
5569,239.55,31.8,1.8
5570,239.55,32.4,1.8
5571,239.55,33.15,1.8
5572,239.55,34.2,1.8
5573,239.55,35.1,1.8
5574,239.4,35.85,1.8
5575,239.25,36.9,1.8
5576,239.1,37.8,1.8
5577,238.95,39.0,1.8
5578,238.8,40.05,1.8
5579,238.5,41.25,1.8
5580,238.2,42.6,1.8
5581,237.75,43.95,1.8
5582,237.45,45.45,1.8
5583,236.7,46.95,1.8
5584,236.25,49.35,1.8
5585,235.65,51.0,1.8
5586,235.05,52.65,1.8
5587,234.15,54.6,1.8
5588,233.25,56.55,1.8
5589,232.35,58.5,1.8
5590,231.45,60.6,1.8
5591,230.7,62.85,1.8
5592,229.8,65.25,1.8
5593,229.05,67.5,1.8
5594,228.75,69.9,1.8
5595,228.75,72.3,1.8
5596,228.6,76.05,1.8
5597,228.6,78.6,1.8
5598,228.45,81.0,1.8
5599,228.3,83.4,1.8
5600,228.3,85.8,1.8
5601,228.45,88.05,1.8
5602,228.45,90.15,1.8
5603,228.6,92.1,1.8
5604,228.6,93.9,1.8
5605,228.6,95.4,1.8
5606,228.6,96.75,1.8
5607,228.75,97.95,1.8
5608,228.75,99.0,1.8
5609,228.75,99.45,1.8
5610,228.75,99.6,1.8
5611,228.75,99.6,1.8
5612,228.75,99.3,1.8
5613,228.6,98.7,1.8
5614,228.6,97.95,1.8
5615,228.45,97.2,1.8
5616,228.45,96.15,1.8
5617,228.3,95.1,1.8
5618,228.15,94.05,1.8
5619,228.0,92.7,1.8
5620,227.85,90.75,1.8
5621,227.7,89.25,1.8
5622,227.4,87.75,1.8
5623,227.25,86.25,1.8
5624,226.95,84.75,1.8
5625,226.65,83.1,1.8
5626,226.35,81.6,1.8
5627,226.2,80.25,1.8
5628,225.9,78.9,1.8
5629,225.6,77.4,1.8
5630,225.15,76.05,1.8
5631,224.4,74.85,1.8
5632,223.8,73.2,1.8
5633,223.2,72.3,1.8
5634,222.6,71.4,1.8
5635,221.85,70.5,1.8
5636,221.25,69.9,1.8
5637,220.65,69.3,1.8
5638,220.05,68.85,1.8
5639,219.45,68.55,1.8
5640,218.85,68.4,1.8
5641,218.25,68.25,1.8
5642,217.5,68.25,1.8
5643,216.3,68.25,1.8
5644,215.4,68.4,1.8
5645,214.35,68.55,1.8
5646,213.45,68.85,1.8
5647,212.55,69.15,1.8
5648,211.65,69.3,1.8
5649,210.75,69.6,1.8
5650,210.0,69.75,1.8
5651,209.25,70.05,1.8
5652,208.35,70.2,1.8
5653,207.75,70.5,1.8
5654,207.0,70.65,1.8
5655,206.25,70.8,1.8
5656,205.65,71.1,1.8
5657,205.2,71.1,1.8
5658,204.75,71.25,1.8
5659,204.3,71.4,1.8
5660,203.85,71.4,1.8
5661,203.4,71.4,1.8
5662,202.95,71.4,1.8
